Timing is on.
=== V1-Q1: Customer-level attribution report for a specific campaign ===
    customer_name     |           contact_info           | booking_date | booking_id |     campaign_name      
 Jonathan Martinez    | nmay@example.net                 | 2025-08-03   |     114470 | Romantic Paris Getaway
 Latoya Cunningham    | sarah73@example.com              | 2025-08-03   |      20134 | Romantic Paris Getaway
 Ryan Fox             | wallen@example.net               | 2025-08-03   |     108997 | Romantic Paris Getaway
 Tamara Moore         | lawrencecox@example.com          | 2025-08-03   |     381204 | Romantic Paris Getaway
 Vicki Jones          | kimberly95@example.org           | 2025-08-03   |     253458 | Romantic Paris Getaway
 Joseph Lambert       | ocooper@example.com              | 2025-08-02   |     271933 | Romantic Paris Getaway
 Mary Weaver          | howelltammy@example.org          | 2025-08-02   |      53958 | Romantic Paris Getaway
 Meredith Reyes       | michael15@example.com            | 2025-08-02   |     395670 | Romantic Paris Getaway
 Michael Rasmussen    | qdavis@example.org               | 2025-08-02   |      83928 | Romantic Paris Getaway
 Paul Hernandez       | brian29@example.net              | 2025-08-02   |     209921 | Romantic Paris Getaway
 Robert Walker        | tmann@example.net                | 2025-08-02   |     119769 | Romantic Paris Getaway
 Shelby Marshall DDS  | gibsonjacqueline@example.com     | 2025-08-02   |     107790 | Romantic Paris Getaway
 Stacy Rodriguez      | ywang@example.net                | 2025-08-02   |      60211 | Romantic Paris Getaway
 Caroline Parsons     | nathanlivingston@example.com     | 2025-08-01   |      39310 | Romantic Paris Getaway
 Cheryl Neal          | watsonkenneth@example.net        | 2025-08-01   |     118263 | Romantic Paris Getaway
 David Santana        | claytonjulie@example.com         | 2025-08-01   |     280315 | Romantic Paris Getaway
 Dennis Cook          | jessicajacobs@example.net        | 2025-08-01   |     258274 | Romantic Paris Getaway
 Jeanne Martin        | courtneydavis@example.com        | 2025-08-01   |       6168 | Romantic Paris Getaway
 Jeremy Molina        | bakeramy@example.net             | 2025-08-01   |      78691 | Romantic Paris Getaway
 Jessica Tucker       | canderson@example.org            | 2025-08-01   |      80564 | Romantic Paris Getaway
 John Flores          | jenna82@example.net              | 2025-08-01   |     355027 | Romantic Paris Getaway
 Joyce Ford           | fvalencia@example.net            | 2025-08-01   |     168695 | Romantic Paris Getaway
 Julian Haynes        | xreed@example.org                | 2025-08-01   |       9379 | Romantic Paris Getaway
 Kristina Smith       | patriciagreen@example.com        | 2025-08-01   |     188480 | Romantic Paris Getaway
 Manuel Francis       | sara95@example.net               | 2025-08-01   |     180205 | Romantic Paris Getaway
 Maria Valenzuela     | moralesmargaret@example.net      | 2025-08-01   |     322726 | Romantic Paris Getaway
 Michael Lowe         | amy28@example.net                | 2025-08-01   |      85123 | Romantic Paris Getaway
 Patricia Moreno      | patricia82@example.org           | 2025-08-01   |      64011 | Romantic Paris Getaway
 Robert Jennings      | wallen@example.net               | 2025-08-01   |      81310 | Romantic Paris Getaway
 Tammy Williamson     | jonathangregory@example.net      | 2025-08-01   |     349634 | Romantic Paris Getaway
 Amanda Goodman       | johncarter@example.net           | 2025-07-31   |     112746 | Romantic Paris Getaway
 Angela Richardson    | hallrichard@example.org          | 2025-07-31   |     264921 | Romantic Paris Getaway
 Cindy Reid           | williamstony@example.com         | 2025-07-31   |     353270 | Romantic Paris Getaway
 Michael Cole         | lynchcharles@example.net         | 2025-07-31   |     234487 | Romantic Paris Getaway
 Sonya Newton         | johnsonyolanda@example.net       | 2025-07-31   |     368002 | Romantic Paris Getaway
 Victoria Scott       | wesley99@example.org             | 2025-07-31   |     126651 | Romantic Paris Getaway
 Alicia Fitzgerald    | wattspaul@example.net            | 2025-07-30   |     165604 | Romantic Paris Getaway
 Brittney Henderson   | kodom@example.net                | 2025-07-30   |     140501 | Romantic Paris Getaway
 Christopher Scott    | ecarpenter@example.com           | 2025-07-30   |      44643 | Romantic Paris Getaway
 Crystal Willis       | parkerryan@example.net           | 2025-07-30   |      15629 | Romantic Paris Getaway
 Dean Hurst           | cassandra74@example.com          | 2025-07-30   |     100353 | Romantic Paris Getaway
 Douglas Cook         | jamie46@example.net              | 2025-07-30   |     397470 | Romantic Paris Getaway
 Nancy Walker         | scottclark@example.net           | 2025-07-30   |     291585 | Romantic Paris Getaway
 Vanessa Jefferson    | wglover@example.com              | 2025-07-30   |     360409 | Romantic Paris Getaway
 Zachary Smith MD     | kaufmandouglas@example.com       | 2025-07-30   |     287536 | Romantic Paris Getaway
 Alexis Frazier       | cmiller@example.com              | 2025-07-29   |      10898 | Romantic Paris Getaway
 Amber Collier        | tmaxwell@example.org             | 2025-07-29   |     326735 | Romantic Paris Getaway
 Cory Mcgee           | danielle28@example.org           | 2025-07-29   |      85169 | Romantic Paris Getaway
 Ian Watson           | james09@example.com              | 2025-07-29   |     309227 | Romantic Paris Getaway
 Jacqueline Lopez     | susanbush@example.org            | 2025-07-29   |     354773 | Romantic Paris Getaway
 Jose Jones           | michael54@example.com            | 2025-07-29   |     119091 | Romantic Paris Getaway
 Joseph Ross          | hnguyen@example.net              | 2025-07-29   |     294831 | Romantic Paris Getaway
 Kelsey Davis         | cdalton@example.com              | 2025-07-29   |     393549 | Romantic Paris Getaway
 Mark Hodges          | wendywalker@example.com          | 2025-07-29   |      98570 | Romantic Paris Getaway
 Michael Mcneil       | nguyenkimberly@example.org       | 2025-07-29   |      39550 | Romantic Paris Getaway
 Samuel Smith         | barrypeter@example.org           | 2025-07-29   |     263396 | Romantic Paris Getaway
 Susan Cooper         | vdavis@example.net               | 2025-07-29   |     117412 | Romantic Paris Getaway
 Troy Brewer          | ujohnson@example.com             | 2025-07-29   |     322600 | Romantic Paris Getaway
 Amanda Lyons         | boyerwilliam@example.org         | 2025-07-28   |      35202 | Romantic Paris Getaway
 Jeffrey Sampson      | hmaynard@example.org             | 2025-07-28   |     272179 | Romantic Paris Getaway
 John Jordan          | whitejonathan@example.net        | 2025-07-28   |     367236 | Romantic Paris Getaway
 Julie Barajas        | jasonbray@example.com            | 2025-07-28   |        777 | Romantic Paris Getaway
 Kathy Sanchez        | andrew45@example.net             | 2025-07-28   |     351834 | Romantic Paris Getaway
 Kelly Gonzalez       | heathertaylor@example.net        | 2025-07-28   |     153547 | Romantic Paris Getaway
 Philip Moon          | vpalmer@example.com              | 2025-07-28   |     280834 | Romantic Paris Getaway
 Trevor Wright        | leedebra@example.net             | 2025-07-28   |     345238 | Romantic Paris Getaway
 Adrienne Austin      | stacywalters@example.com         | 2025-07-27   |      44332 | Romantic Paris Getaway
 Allison French       | wilsonkim@example.net            | 2025-07-27   |      80373 | Romantic Paris Getaway
 Christopher Conrad   | sancheznancy@example.com         | 2025-07-27   |     232957 | Romantic Paris Getaway
 Edward Moore         | jeffreyanderson@example.com      | 2025-07-27   |     217383 | Romantic Paris Getaway
 James Smith          | byoung@example.org               | 2025-07-27   |     154501 | Romantic Paris Getaway
 Justin Rodriguez     | joseph88@example.com             | 2025-07-27   |     292858 | Romantic Paris Getaway
 Kelly Williams       | charris@example.com              | 2025-07-27   |     355505 | Romantic Paris Getaway
 Lauren Pearson       | rogerswilliam@example.org        | 2025-07-27   |     207271 | Romantic Paris Getaway
 Travis Gordon        | hannah78@example.com             | 2025-07-27   |     297205 | Romantic Paris Getaway
 Christian Edwards    | angela90@example.com             | 2025-07-26   |       8402 | Romantic Paris Getaway
 Daniel Woods         | cheryl71@example.org             | 2025-07-26   |     358853 | Romantic Paris Getaway
 Gary Russell         | xgibson@example.com              | 2025-07-26   |     184224 | Romantic Paris Getaway
 Hannah Walker        | boylederrick@example.net         | 2025-07-26   |     290266 | Romantic Paris Getaway
 James Rangel         | michellemay@example.org          | 2025-07-26   |      74568 | Romantic Paris Getaway
 Jordan Hall          | steven07@example.net             | 2025-07-26   |     354387 | Romantic Paris Getaway
 Karen Howe           | lpierce@example.com              | 2025-07-26   |     174613 | Romantic Paris Getaway
 Laura Jones          | aimee16@example.net              | 2025-07-26   |     227984 | Romantic Paris Getaway
 Mary Marks           | melaniechandler@example.org      | 2025-07-26   |     236205 | Romantic Paris Getaway
 Rachel Nelson        | tuckerolivia@example.com         | 2025-07-26   |      37582 | Romantic Paris Getaway
 Timothy Savage       | ricardo03@example.com            | 2025-07-26   |      76161 | Romantic Paris Getaway
 Elizabeth Marquez    | brandysmith@example.com          | 2025-07-25   |      12398 | Romantic Paris Getaway
 Jeffrey Garcia       | rgarcia@example.org              | 2025-07-25   |     212944 | Romantic Paris Getaway
 Jennifer Diaz        | marshmelissa@example.net         | 2025-07-25   |     164324 | Romantic Paris Getaway
 Kenneth Henry        | garrisonmarcus@example.net       | 2025-07-25   |      19373 | Romantic Paris Getaway
 Lisa Carrillo        | catherine60@example.net          | 2025-07-25   |     236405 | Romantic Paris Getaway
 Mark Craig           | shannonfranco@example.org        | 2025-07-25   |     326899 | Romantic Paris Getaway
 Rebecca Burns        | denise72@example.net             | 2025-07-25   |     151905 | Romantic Paris Getaway
 Sara Mcgrath         | glong@example.net                | 2025-07-25   |     274958 | Romantic Paris Getaway
 Sherry Roberts       | tammy61@example.net              | 2025-07-25   |     260170 | Romantic Paris Getaway
 Amy Smith            | justin50@example.org             | 2025-07-24   |      57607 | Romantic Paris Getaway
 Brenda Wang          | zcarter@example.net              | 2025-07-24   |      13070 | Romantic Paris Getaway
 Derek Perez          | vmorgan@example.org              | 2025-07-24   |     360202 | Romantic Paris Getaway
 James Nguyen         | ballardtodd@example.org          | 2025-07-24   |     375559 | Romantic Paris Getaway
 Tiffany Sanchez      | smorris@example.org              | 2025-07-24   |     316698 | Romantic Paris Getaway
 Tracy King           | spearschristopher@example.net    | 2025-07-24   |      86392 | Romantic Paris Getaway
 Katherine West       | heather27@example.net            | 2025-07-23   |     318069 | Romantic Paris Getaway
 Richard Smith        | patelkimberly@example.com        | 2025-07-23   |     125482 | Romantic Paris Getaway
 Suzanne Woods        | josephdiaz@example.org           | 2025-07-23   |      74798 | Romantic Paris Getaway
 Terri Gonzalez       | mjacobson@example.com            | 2025-07-23   |     331957 | Romantic Paris Getaway
 Warren Williams      | samantha32@example.com           | 2025-07-23   |     283480 | Romantic Paris Getaway
 Zachary Fisher       | evasquez@example.com             | 2025-07-23   |     265937 | Romantic Paris Getaway
 Douglas Pena         | robert80@example.com             | 2025-07-22   |     159902 | Romantic Paris Getaway
 Jeffery Fisher       | zguerrero@example.org            | 2025-07-22   |     293997 | Romantic Paris Getaway
 Jeremy Fields        | ricenicholas@example.com         | 2025-07-22   |     380645 | Romantic Paris Getaway
 Joshua Hardin        | jamestaylor@example.net          | 2025-07-22   |      94443 | Romantic Paris Getaway
 Julie Cain           | brenda22@example.org             | 2025-07-22   |     130402 | Romantic Paris Getaway
 Marissa Chapman      | bsutton@example.com              | 2025-07-22   |     186222 | Romantic Paris Getaway
 Megan Jenkins        | burnettamber@example.org         | 2025-07-22   |     228281 | Romantic Paris Getaway
 Melinda Schmidt      | browngail@example.org            | 2025-07-22   |      86908 | Romantic Paris Getaway
 Misty Bartlett       | qcontreras@example.org           | 2025-07-22   |     210567 | Romantic Paris Getaway
 Monica Cummings      | kristen91@example.net            | 2025-07-22   |     219956 | Romantic Paris Getaway
 Aaron Owen           | kelsey16@example.net             | 2025-07-21   |     329264 | Romantic Paris Getaway
 Anne Watson          | waderebecca@example.net          | 2025-07-21   |      83584 | Romantic Paris Getaway
 Claudia Dennis PhD   | andreagarcia@example.org         | 2025-07-21   |       7589 | Romantic Paris Getaway
 Derek Jones          | michael67@example.net            | 2025-07-21   |      61989 | Romantic Paris Getaway
 Frank Cooper         | nicholaskhan@example.com         | 2025-07-21   |     192343 | Romantic Paris Getaway
 Glenn Thornton       | tammy67@example.com              | 2025-07-21   |      43810 | Romantic Paris Getaway
 Kathryn Wilcox       | miguelfloyd@example.net          | 2025-07-21   |     154230 | Romantic Paris Getaway
 Kathy Marks          | barnesbryan@example.com          | 2025-07-21   |     318012 | Romantic Paris Getaway
 Kristin Martin       | rstephenson@example.org          | 2025-07-21   |     194943 | Romantic Paris Getaway
 Marie Turner         | ashleynichols@example.net        | 2025-07-21   |     392913 | Romantic Paris Getaway
 Mary Herring         | charleswarren@example.org        | 2025-07-21   |      32089 | Romantic Paris Getaway
 Michelle Allen       | vazquezcrystal@example.net       | 2025-07-21   |      85113 | Romantic Paris Getaway
 Michelle Jackson     | sarahroberts@example.com         | 2025-07-21   |      25879 | Romantic Paris Getaway
 Stephanie Le         | crystaldaniels@example.com       | 2025-07-21   |     232532 | Romantic Paris Getaway
 Beth Lambert         | weststeven@example.org           | 2025-07-20   |     200891 | Romantic Paris Getaway
 Chelsea Alexander    | lozanokevin@example.net          | 2025-07-20   |     321632 | Romantic Paris Getaway
 Denise Marshall      | weissaaron@example.com           | 2025-07-20   |     148424 | Romantic Paris Getaway
 Ellen Harrison       | johnsonbeth@example.org          | 2025-07-20   |     104799 | Romantic Paris Getaway
 Marcus French MD     | rodriguezmelissa@example.com     | 2025-07-20   |     301179 | Romantic Paris Getaway
 Mrs. Rebecca Bennett | vcox@example.net                 | 2025-07-20   |     258301 | Romantic Paris Getaway
 Randy Ballard        | gparker@example.com              | 2025-07-20   |     257812 | Romantic Paris Getaway
 Robert Fuller        | dylan44@example.net              | 2025-07-20   |      58672 | Romantic Paris Getaway
 William Phillips     | joneslaurie@example.com          | 2025-07-20   |     184020 | Romantic Paris Getaway
 Brian Foster         | joannadaniels@example.com        | 2025-07-19   |     240189 | Romantic Paris Getaway
 Daniel Cooley        | davidsmith@example.com           | 2025-07-19   |      28559 | Romantic Paris Getaway
 Eric Cruz            | tranchristopher@example.com      | 2025-07-19   |     202720 | Romantic Paris Getaway
 Harold Ward          | crodriguez@example.org           | 2025-07-19   |     270508 | Romantic Paris Getaway
 Jeremy Joseph        | kennedyedward@example.com        | 2025-07-19   |     336308 | Romantic Paris Getaway
 Jessica Johnston     | fschmidt@example.com             | 2025-07-19   |     376882 | Romantic Paris Getaway
 Judith Poole         | qjenkins@example.net             | 2025-07-19   |     176712 | Romantic Paris Getaway
 Logan West           | baileyjennifer@example.com       | 2025-07-19   |     331072 | Romantic Paris Getaway
 Natalie Diaz         | josephvaughan@example.com        | 2025-07-19   |      23016 | Romantic Paris Getaway
 Nicolas Armstrong    | adamskara@example.net            | 2025-07-19   |     231161 | Romantic Paris Getaway
 Randy Bass           | hayescatherine@example.com       | 2025-07-19   |     130061 | Romantic Paris Getaway
 Susan Foster         | timothy76@example.net            | 2025-07-19   |     117202 | Romantic Paris Getaway
 Yvette Perry         | victordavis@example.net          | 2025-07-19   |     251155 | Romantic Paris Getaway
 Ana Nichols          | rmartinez@example.org            | 2025-07-18   |      80173 | Romantic Paris Getaway
 Cynthia Joyce        | stevensonbrandon@example.net     | 2025-07-18   |      24446 | Romantic Paris Getaway
 Eugene Powell DVM    | duranheather@example.net         | 2025-07-18   |     274470 | Romantic Paris Getaway
 James Villegas       | usmith@example.com               | 2025-07-18   |      43046 | Romantic Paris Getaway
 Jonathan Williams    | stacybass@example.net            | 2025-07-18   |     203194 | Romantic Paris Getaway
 Justin Cunningham    | tammy78@example.org              | 2025-07-18   |     364428 | Romantic Paris Getaway
 Krystal Barajas      | thomasrogers@example.net         | 2025-07-18   |     129400 | Romantic Paris Getaway
 Miranda Ford         | stewartkelly@example.org         | 2025-07-18   |     124932 | Romantic Paris Getaway
 Alexandra Hodge      | vruiz@example.org                | 2025-07-17   |     192497 | Romantic Paris Getaway
 Daniel Stephens      | michellejarvis@example.com       | 2025-07-17   |     279435 | Romantic Paris Getaway
 Joseph Wilson        | christinaarmstrong@example.com   | 2025-07-17   |     213450 | Romantic Paris Getaway
 Marcus Allen         | heather78@example.net            | 2025-07-17   |     277086 | Romantic Paris Getaway
 Mary Lyons           | lopezana@example.com             | 2025-07-17   |     236413 | Romantic Paris Getaway
 Mrs. Brittany Reed   | andreamorgan@example.net         | 2025-07-17   |     147399 | Romantic Paris Getaway
 Nancy Price          | meghanperez@example.com          | 2025-07-17   |      23789 | Romantic Paris Getaway
 Nicole King          | marysmith@example.com            | 2025-07-17   |     236181 | Romantic Paris Getaway
 Sandra Andrews       | brian85@example.org              | 2025-07-17   |     306215 | Romantic Paris Getaway
 Amy Jones            | kristendoyle@example.org         | 2025-07-16   |       6502 | Romantic Paris Getaway
 Andre Roy            | klinedavid@example.net           | 2025-07-16   |     255051 | Romantic Paris Getaway
 Janice Hernandez     | jimmyphillips@example.org        | 2025-07-16   |      78372 | Romantic Paris Getaway
 Joseph Hill          | john95@example.net               | 2025-07-16   |     113703 | Romantic Paris Getaway
 Karen Rivera         | danielvaughn@example.net         | 2025-07-16   |      20147 | Romantic Paris Getaway
 Kim Mitchell         | dianafrank@example.com           | 2025-07-16   |      99002 | Romantic Paris Getaway
 Kimberly Hernandez   | cgraham@example.net              | 2025-07-16   |     309165 | Romantic Paris Getaway
 Laurie Morgan        | ricardo62@example.com            | 2025-07-16   |     397099 | Romantic Paris Getaway
 Linda Macias         | davidcastillo@example.org        | 2025-07-16   |     156037 | Romantic Paris Getaway
 Linda Turner         | greensteven@example.net          | 2025-07-16   |      91653 | Romantic Paris Getaway
 Lisa Proctor         | thomas82@example.net             | 2025-07-16   |      76904 | Romantic Paris Getaway
 Michelle Carter      | christopherkeith@example.com     | 2025-07-16   |     202311 | Romantic Paris Getaway
 Stacy Nolan          | justin33@example.com             | 2025-07-16   |      82092 | Romantic Paris Getaway
 Todd Martin          | ruthcook@example.org             | 2025-07-16   |     391082 | Romantic Paris Getaway
 Amanda Mccarthy      | douglasparker@example.com        | 2025-07-15   |     208776 | Romantic Paris Getaway
 Anthony Gibson       | bennettdavid@example.org         | 2025-07-15   |     160680 | Romantic Paris Getaway
 Christopher Giles    | lawsonjohn@example.com           | 2025-07-15   |     277262 | Romantic Paris Getaway
 Donna Snow           | sabrinaibarra@example.com        | 2025-07-15   |     142793 | Romantic Paris Getaway
 Edward Jackson       | jsmith@example.com               | 2025-07-15   |     191960 | Romantic Paris Getaway
 John Dunn            | michaelfowler@example.org        | 2025-07-15   |      73741 | Romantic Paris Getaway
 Jordan Baker         | brandonthompson@example.org      | 2025-07-15   |      73134 | Romantic Paris Getaway
 Matthew Watson       | donna26@example.org              | 2025-07-15   |      44933 | Romantic Paris Getaway
 Mckenzie Stanley     | fjefferson@example.org           | 2025-07-15   |     140620 | Romantic Paris Getaway
 Robert Smith         | graybrianna@example.net          | 2025-07-15   |     243166 | Romantic Paris Getaway
 Ronald Martin        | jjohnson@example.net             | 2025-07-15   |     314199 | Romantic Paris Getaway
 Shannon Stewart      | haroldhernandez@example.net      | 2025-07-15   |     154301 | Romantic Paris Getaway
 Cynthia Schultz      | pherring@example.net             | 2025-07-14   |     163381 | Romantic Paris Getaway
 Deborah Burns        | ibarnett@example.org             | 2025-07-14   |     326347 | Romantic Paris Getaway
 Diane Bray           | katie09@example.com              | 2025-07-14   |     216880 | Romantic Paris Getaway
 Jeffrey Thomas       | floreschelsea@example.com        | 2025-07-14   |     115143 | Romantic Paris Getaway
 Jill Tapia           | welchcrystal@example.com         | 2025-07-14   |      26191 | Romantic Paris Getaway
 Julie Aguilar        | sweber@example.com               | 2025-07-14   |     397193 | Romantic Paris Getaway
 Karen Phillips       | hurstleslie@example.com          | 2025-07-14   |      20335 | Romantic Paris Getaway
 Kimberly Smith       | timothy01@example.com            | 2025-07-14   |      32621 | Romantic Paris Getaway
 Robert Allen         | cindy57@example.net              | 2025-07-14   |      10658 | Romantic Paris Getaway
 Robert Rogers        | heidi27@example.com              | 2025-07-14   |     157185 | Romantic Paris Getaway
 Steven Miller        | brownmeagan@example.net          | 2025-07-14   |      94102 | Romantic Paris Getaway
 Susan Webb           | gary68@example.org               | 2025-07-14   |     384040 | Romantic Paris Getaway
 Timothy Gallegos     | pross@example.org                | 2025-07-14   |     218848 | Romantic Paris Getaway
 Timothy Singleton    | samanthadecker@example.com       | 2025-07-14   |     274772 | Romantic Paris Getaway
 Vickie Henry         | romanjose@example.com            | 2025-07-14   |     150692 | Romantic Paris Getaway
 Wesley Bradshaw      | stephanielane@example.net        | 2025-07-14   |     138019 | Romantic Paris Getaway
 Amanda Melendez      | josephbrooks@example.net         | 2025-07-13   |     365016 | Romantic Paris Getaway
 Brooke Williams      | phillip16@example.com            | 2025-07-13   |     204181 | Romantic Paris Getaway
 Chelsea Frost        | hoovertracy@example.com          | 2025-07-13   |     246487 | Romantic Paris Getaway
 Chelsea Palmer DVM   | zgonzalez@example.net            | 2025-07-13   |      82398 | Romantic Paris Getaway
 Christian Serrano    | jeffprice@example.com            | 2025-07-13   |     287603 | Romantic Paris Getaway
 Gregory Thomas       | tylerchambers@example.com        | 2025-07-13   |     203049 | Romantic Paris Getaway
 Jessica Poole        | watsonjames@example.org          | 2025-07-13   |     312853 | Romantic Paris Getaway
 Kevin Morris         | nicole78@example.com             | 2025-07-13   |     340115 | Romantic Paris Getaway
 Mckenzie Chandler    | shannon01@example.com            | 2025-07-13   |     252402 | Romantic Paris Getaway
 Michelle Moore       | brittany99@example.com           | 2025-07-13   |     366300 | Romantic Paris Getaway
 Natalie Williams     | cynthiacurry@example.net         | 2025-07-13   |     287564 | Romantic Paris Getaway
 Nicholas Chavez      | leedenise@example.org            | 2025-07-13   |     342768 | Romantic Paris Getaway
 Alexandra Page       | dparker@example.net              | 2025-07-12   |      32250 | Romantic Paris Getaway
 Austin Roy           | vaughnmary@example.com           | 2025-07-12   |     377032 | Romantic Paris Getaway
 Blake Perry          | rgonzales@example.org            | 2025-07-12   |      12459 | Romantic Paris Getaway
 Catherine Harrington | cunninghamlisa@example.org       | 2025-07-12   |     322280 | Romantic Paris Getaway
 Chase Rowe           | benjaminlucero@example.com       | 2025-07-12   |     106141 | Romantic Paris Getaway
 Destiny Reed         | thomas15@example.org             | 2025-07-12   |      92875 | Romantic Paris Getaway
 Haley Mckee          | hallelizabeth@example.org        | 2025-07-12   |     284098 | Romantic Paris Getaway
 John Smith           | guzmanpatrick@example.com        | 2025-07-12   |     217235 | Romantic Paris Getaway
 Kathleen Wong        | brooke46@example.org             | 2025-07-12   |     247685 | Romantic Paris Getaway
 Kristopher Johnson   | kathrynbaker@example.com         | 2025-07-12   |      74561 | Romantic Paris Getaway
 Mr. Michael Miller   | jaredwilliams@example.net        | 2025-07-12   |     148804 | Romantic Paris Getaway
 Nicole Jackson       | medinajames@example.com          | 2025-07-12   |      11787 | Romantic Paris Getaway
 Rebekah Callahan     | dbrown@example.org               | 2025-07-12   |     193233 | Romantic Paris Getaway
 Shannon Hoover       | rrodriguez@example.com           | 2025-07-12   |     369873 | Romantic Paris Getaway
 Shawn Hamilton       | sharon63@example.com             | 2025-07-12   |     214393 | Romantic Paris Getaway
 Terri Monroe         | danielle73@example.org           | 2025-07-12   |     232015 | Romantic Paris Getaway
 Elizabeth Robertson  | brittanypope@example.org         | 2025-07-11   |      75720 | Romantic Paris Getaway
 Jessica Hoffman      | sheilawilliams@example.net       | 2025-07-11   |      70770 | Romantic Paris Getaway
 Justin Reed          | annadiaz@example.org             | 2025-07-11   |     113824 | Romantic Paris Getaway
 Karen Odonnell       | cphillips@example.net            | 2025-07-11   |      85095 | Romantic Paris Getaway
 Kimberly Gonzales    | phillipjenkins@example.org       | 2025-07-11   |     166585 | Romantic Paris Getaway
 Kimberly Vasquez     | barrettrachel@example.net        | 2025-07-11   |     305626 | Romantic Paris Getaway
 Mary Sanchez         | miguelgarcia@example.com         | 2025-07-11   |     210993 | Romantic Paris Getaway
 Nicholas Davis       | kyleli@example.com               | 2025-07-11   |     215539 | Romantic Paris Getaway
 Omar Martinez        | harrislori@example.org           | 2025-07-11   |     260484 | Romantic Paris Getaway
 Thomas Kelly         | johnsonjesus@example.net         | 2025-07-11   |      37126 | Romantic Paris Getaway
 Tony Mckay           | higginsbethany@example.com       | 2025-07-11   |      92118 | Romantic Paris Getaway
 Amy Cameron          | david82@example.net              | 2025-07-10   |     104830 | Romantic Paris Getaway
 Barry Harris DVM     | lpowell@example.org              | 2025-07-10   |     153909 | Romantic Paris Getaway
 Emily Bender         | johnsonmichael@example.com       | 2025-07-10   |     165966 | Romantic Paris Getaway
 Hannah Estrada       | fharris@example.net              | 2025-07-10   |     387118 | Romantic Paris Getaway
 James English        | kelly46@example.org              | 2025-07-10   |     161999 | Romantic Paris Getaway
 Joseph Hernandez     | operez@example.net               | 2025-07-10   |     258605 | Romantic Paris Getaway
 Michael Fuller       | tmorales@example.org             | 2025-07-10   |     247219 | Romantic Paris Getaway
 Ryan Cain            | lstewart@example.org             | 2025-07-10   |      74120 | Romantic Paris Getaway
 Brenda Zuniga        | mark86@example.com               | 2025-07-09   |     338775 | Romantic Paris Getaway
 Daniel Freeman       | richard50@example.net            | 2025-07-09   |      55827 | Romantic Paris Getaway
 Hector Coleman       | sandra23@example.net             | 2025-07-09   |     226140 | Romantic Paris Getaway
 Hunter Smith         | blairrobert@example.org          | 2025-07-09   |     144834 | Romantic Paris Getaway
 James Bridges        | abigailperez@example.net         | 2025-07-09   |     300586 | Romantic Paris Getaway
 Jason Waters         | jason00@example.net              | 2025-07-09   |     258232 | Romantic Paris Getaway
 Kevin Odonnell       | michael34@example.net            | 2025-07-09   |     147159 | Romantic Paris Getaway
 Timothy Gilmore      | ethanhughes@example.com          | 2025-07-09   |      44985 | Romantic Paris Getaway
 Brittany White       | thomasdonna@example.net          | 2025-07-08   |     379228 | Romantic Paris Getaway
 Dwayne Barrett Jr.   | sarahrobinson@example.com        | 2025-07-08   |     134527 | Romantic Paris Getaway
 Felicia Horne        | ryanjohn@example.com             | 2025-07-08   |      27018 | Romantic Paris Getaway
 Kimberly Patterson   | deborah43@example.com            | 2025-07-08   |     207613 | Romantic Paris Getaway
 Kristin Warren       | molson@example.com               | 2025-07-08   |     385175 | Romantic Paris Getaway
 Laura Galloway       | thomas47@example.org             | 2025-07-08   |     278814 | Romantic Paris Getaway
 Madeline Guerra      | patrickboyd@example.com          | 2025-07-08   |     272489 | Romantic Paris Getaway
 Patricia Dean        | andrekirby@example.com           | 2025-07-08   |     177356 | Romantic Paris Getaway
 Patricia Rhodes      | youngjohn@example.org            | 2025-07-08   |     314313 | Romantic Paris Getaway
 Randy Huang          | brent24@example.net              | 2025-07-08   |     394584 | Romantic Paris Getaway
 Richard Cannon       | guzmanandrew@example.net         | 2025-07-08   |      59549 | Romantic Paris Getaway
 Tammy Harris         | bradleyanthony@example.net       | 2025-07-08   |     189457 | Romantic Paris Getaway
 Alyssa Wells         | dlopez@example.com               | 2025-07-07   |     135465 | Romantic Paris Getaway
 Barbara Lawrence     | danielrivera@example.com         | 2025-07-07   |     157014 | Romantic Paris Getaway
 Christopher Brewer   | pinedajoshua@example.net         | 2025-07-07   |     267174 | Romantic Paris Getaway
 Jamie Logan          | kevincarpenter@example.net       | 2025-07-07   |      93958 | Romantic Paris Getaway
 Kristina Wang        | kelly31@example.com              | 2025-07-07   |       6718 | Romantic Paris Getaway
 Kyle Flores          | robert23@example.net             | 2025-07-07   |      13210 | Romantic Paris Getaway
 Lawrence Mccoy       | adavis@example.org               | 2025-07-07   |     184118 | Romantic Paris Getaway
 Michael Cook III     | williamssteven@example.org       | 2025-07-07   |     234008 | Romantic Paris Getaway
 Ronald Stephens      | jonathan88@example.com           | 2025-07-07   |      33847 | Romantic Paris Getaway
 Scott Martinez       | castillomelissa@example.org      | 2025-07-07   |      92324 | Romantic Paris Getaway
 Shannon Zuniga       | emilygallegos@example.net        | 2025-07-07   |     257217 | Romantic Paris Getaway
 Tammy Dominguez      | eric58@example.com               | 2025-07-07   |     102092 | Romantic Paris Getaway
 Timothy Ruiz         | aford@example.net                | 2025-07-07   |     138005 | Romantic Paris Getaway
 William Clements     | johnsonmatthew@example.net       | 2025-07-07   |     371939 | Romantic Paris Getaway
